ch1,ch2,ch3,ch4
0.0309906,5.3424835,-0.0005493164,-0.97198486
0.02861023,5.321121,-0.010070801,-0.92926025
0.026824951,5.3165436,-0.0050354004,-0.9567261
0.029891968,5.3279877,-0.0039367676,-0.932312
0.033737183,5.315399,0.0035247803,-0.8972168
0.03501892,5.327606,0.010940552,-0.9109497
0.034194946,5.316162,0.023117065,-0.9094238
0.030715942,5.3287506,0.009338379,-0.8895874
0.02545166,5.3157806,-0.0015106201,-0.8682251
0.019821167,5.3237915,0.003982544,-0.87127686
0.014602661,5.3173065,0.0037994385,-0.8666992
0.01222229,5.3215027,-0.014785767,-0.819397
0.012084961,5.3173065,-0.007095337,-0.84228516
0.014328003,5.3260803,-0.018814087,-1.133728
0.01826477,5.338669,0.0032958984,-0.79803467
0.0184021,5.321121,0.002380371,-0.79193115
0.016067505,5.337906,0.001876831,-0.7873535
0.01121521,5.3188324,0.0031585693,-0.76293945
0.005264282,5.3359985,-0.0041656494,-0.7583618
0.002746582,5.315399,0.0049438477,-0.7247925
0.0025177002,5.3268433,-0.0010528564,-0.73394775
0.0051727295,5.3138733,0.0021972656,-0.7080078
0.0077819824,5.321121,-0.0071411133,-0.71868896
0.008010864,5.3157806,0.000869751,-0.7019043
0.010299683,5.319977,-0.014831543,-0.69732666
0.014144897,5.341339,-0.006729126,-0.680542
0.018859863,5.3188324,-0.024673462,-0.9414673
0.021835327,5.327606,-0.011123657,-0.6637573
0.019454956,5.313492,-0.004257202,-0.6286621
0.014556885,5.318451,-0.017166138,-1.1856079
0.013961792,5.3359985,-0.016937256,-0.6362915
0.015106201,5.3173065,-0.013137817,-0.59051514
0.013046265,5.324173,0.01927185,-0.6057739
0.011947632,5.312729,0.0028839111,-0.5844116
0.013961792,5.322647,0.021560669,-0.5722046
0.014511108,5.328369,0.009841919,-0.57525635
0.0158844,5.312729,0.020828247,-0.5355835
0.017532349,5.316925,-0.0012359619,-0.5477905
0.018539429,5.332947,-0.013137817,-0.52337646
0.019729614,5.3123474,-0.013366699,-0.5218506
0.01927185,5.3188324,-0.01876831,-0.51116943
0.01725769,5.339813,-0.010391235,-0.4776001
0.016662598,5.312729,-0.017623901,-0.48980713
0.015701294,5.3260803,0.002380371,-0.45013428
0.013137817,5.311966,-0.0059051514,-0.45776367
0.008972168,5.319214,0.004714966,-0.42877197
0.0051727295,5.33638,-0.0064086914,-0.4348755
0.008605957,5.3108215,-0.007369995,-0.43182373
0.014831543,5.321884,0.0072784424,-0.4257202
0.016799927,5.311203,-0.0079193115,-0.41046143
0.01689148,5.3207397,0.0046691895,-0.39978027
0.016662598,5.311203,0.011627197,-0.5264282
0.019226074,5.319214,-0.010894775,-0.3555298
0.026504517,5.311966,0.003616333,-0.3540039
0.034103394,5.3157806,-0.007369995,-0.33111572
0.03996277,5.3424835,-0.0056762695,-0.32806396
0.043945312,5.3165436,-0.0050811768,-0.28686523
0.044540405,5.3268433,0.021972656,-0.30822754
0.046325684,5.3085327,0.016159058,-0.29449463
0.048294067,5.3165436,0.016113281,-0.2883911
0.041610718,5.3100586,0.0050811768,-0.24414062
0.03401184,5.330658,-0.009475708,-0.23803711
0.031173706,5.3142548,-0.021652222,-0.2456665
0.030807495,5.31044,-0.028427124,-0.24261475
0.03135681,5.316162,-0.053146362,-0.19989014
0.03327942,5.33638,-0.01222229,-0.24108887
0.036254883,5.3123474,-0.013137817,-0.20904541
0.039138794,5.324173,0.010848999,-0.18463135
0.039596558,5.31044,0.022750854,-0.16326904
0.039001465,5.312729,0.017166138,-0.13580322
0.036117554,5.318451,0.0053100586,-0.12054443
0.036392212,5.3085327,-0.004989624,-0.14648438
0.039733887,5.3138733,-0.015975952,-0.4547119
0.039413452,5.3222656,-0.017715454,-0.1083374
0.038864136,5.308914,-0.025222778,-0.09613037
0.040420532,5.3173065,-0.014511108,-0.05493164
0.043441772,5.324936,-0.0021514893,-0.05340576
0.046188354,5.3066254,-0.0059051514,-0.11138916
0.048202515,5.316162,0.0060424805,-0.064086914
0.044631958,5.325699,-0.00970459,-0.038146973
0.04170227,5.307007,-0.012268066,-0.0015258789
0.042800903,5.3157806,0.005859375,-0.010681152
0.039001465,5.3073883,0.009887695,0.0015258789
0.036621094,5.311966,0.01020813,0.016784668
0.035339355,5.332947,0.010574341,0.032043457
0.028335571,5.3115845,-0.024353027,0.019836426
0.02558899,5.3310394,-0.0060424805,0.064086914
0.027328491,5.3073883,0.0024261475,-0.20904541
0.028884888,5.3207397,0.0004119873,0.08087158
0.030349731,5.305481,0.0004119873,0.0793457
0.027740479,5.314636,0.0011444092,0.091552734
0.02508545,5.3066254,0.0044403076,0.14038086
0.027648926,5.3108215,0.008972168,0.12359619
0.032409668,5.347061,-0.010025024,0.15411377
0.03227234,5.311203,0.012954712,0.15563965
0.030944824,5.305481,0.010803223,0.1586914
0.031906128,5.312729,-0.015930176,0.19683838
0.030944824,5.3287506,-0.00032043457,0.18157959
0.030944824,5.304718,-0.0076446533,0.19989014
0.024490356,5.312729,-0.0045318604,0.21514893
0.016571045,5.30777,-0.02142334,0.22125244
0.016937256,5.3150177,-0.0066375732,0.23040771
0.017807007,5.3058624,-0.0061798096,0.26397705
0.018173218,5.311966,0.02142334,0.2609253
0.020324707,5.3401947,0.004623413,0.27770996
0.02142334,5.313492,0.0014190674,0.2883911
0.023254395,5.3333282,-0.012863159,0.3189087
0.023483276,5.309677,0.013961792,0.31280518
0.02229309,5.324173,0.0075531006,0.34332275
0.021194458,5.3035736,-0.009887695,0.3250122
0.019226074,5.3100586,-0.008239746,0.3479004
0.017532349,5.334854,-0.0004119873,0.38452148
0.016296387,5.3115845,0.0021514893,0.3753662
0.0132751465,5.3215027,0.010848999,0.37384033
0.012496948,5.3066254,-0.0017852783,0.39978027
0.014511108,5.311203,-0.024856567,0.4119873
0.020736694,5.317688,-0.037765503,0.45013428
0.024124146,5.3050995,-0.024673462,0.43182373
0.023208618,5.313492,0.0030670166,0.44555664
0.022201538,5.316162,-0.00819397,0.4837036
0.023025513,5.337143,0.007598877,0.4699707
0.026412964,5.3066254,0.017074585,0.4837036
0.024856567,5.317688,0.009841919,0.49438477
0.0209198,5.3035736,0.014465332,0.50354004
0.015609741,5.3131104,0.012268066,0.5477905
0.014099121,5.3230286,0.0012817383,0.5355835
0.013870239,5.303192,0.0027923584,0.5630493
0.013504028,5.3142548,0.0075531006,0.55999756
0.011672974,5.3035736,-0.019638062,0.5783081
0.009017944,5.3138733,-0.02027893,0.5874634
0.007507324,5.316925,-0.02357483,0.6210327
0.007965088,5.3489685,-0.005996704,0.6057739
0.01121521,5.3085327,-4.5776367e-05,0.6088257
0.01826477,5.3203583,0.003616333,0.6454468
0.021743774,5.3020477,-0.008926392,0.5783081
0.020370483,5.30777,-0.016433716,0.6515503
0.016342163,5.321121,-0.020187378,0.66986084
0.012268066,5.301285,0.004714966,0.29907227
0.009475708,5.3756714,0.011672974,0.6744385
0.008926392,5.3020477,0.0076446533,0.72631836
0.0119018555,5.311966,0.0055389404,0.7156372
0.016525269,5.324173,-0.008148193,0.7507324
0.020874023,5.3020477,-0.005630493,0.743103
0.023666382,5.312729,0.016296387,0.74920654
0.025222778,5.302429,-0.002609253,0.76293945
0.02508545,5.3066254,0.010757446,0.81329346
0.022384644,5.322647,-0.0016021729,0.77667236
0.019958496,5.3009033,-0.0050811768,0.8041382
0.02041626,5.3073883,-0.0071868896,0.7888794
0.018356323,5.325699,-0.0067749023,0.83618164
0.014694214,5.3028107,-0.014099121,0.82855225
0.013412476,5.314636,-0.0061798096,0.84381104
0.016204834,5.343628,-0.008331299,0.9033203
0.01977539,5.3108215,-0.0075531006,0.8773804
0.022888184,5.322647,0.0071868896,0.8956909
0.022567749,5.302429,-0.00819397,0.92315674
0.014007568,5.3123474,0.009933472,0.91400146
0.0061798096,5.3028107,0.0079193115,0.93536377
-0.0012817383,5.305481,0.0048980713,0.94299316
-0.003112793,5.3180695,0.034744263,0.9628296
0.003250122,5.301285,0.035705566,0.95825195
0.010482788,5.3081512,0.011489868,0.97198486
0.017028809,5.33638,0.011306763,1.0299683
0.027328491,5.3050995,-0.040283203,1.0055542
0.039871216,5.321121,-0.04083252,1.0238647
0.05204773,5.301285,-0.049942017,1.0299683
0.061019897,5.3073883,-0.025680542,1.0635376
0.06440735,5.3295135,-0.0055389404,1.0513306
0.06523132,5.300522,-0.0021514893,1.0604858
0.069122314,5.311203,0.0016937256,1.1001587
0.07337952,5.2993774,0.009384155,1.0818481
0.0743866,5.306244,0.008239746,1.1184692
0.071502686,5.324936,0.009567261,0.72631836
0.0712738,5.299759,-0.003982544,1.1245728
0.07475281,5.315399,-0.00091552734,1.1505127
0.079193115,5.29747,-0.016433716,1.0818481
0.085006714,5.3043365,-0.025497437,1.1657715
0.092422485,5.3287506,-0.023117065,1.1734009
0.101119995,5.303192,0.00022888184,1.1947632
0.110183716,5.324173,0.009750366,1.2084961
0.11705017,5.304718,0.020095825,1.1962891
0.12574768,5.3173065,0.017166138,1.2405396
0.13256836,5.3028107,0.009567261,1.2374878
0.13764954,5.322647,-0.013412476,1.2496948
0.15010071,5.308914,-0.0050811768,0.89416504
0.15916443,5.3253174,0.017990112,1.3031006
0.1632843,5.3001404,-0.010757446,1.2771606
0.1717987,5.309677,-0.010665894,1.3244629
0.17903137,5.3390503,-0.0065460205,1.2466431
0.18836975,5.304718,0.010070801,1.3259888
0.19258118,5.3138733,0.01524353,1.3259888
0.19367981,5.296707,0.0038452148,1.3320923
0.19084167,5.309677,0.006088257,1.348877
0.18232727,5.2993774,-0.004211426,1.3778687
0.17427063,5.3081512,0.0024261475,1.3870239
0.17097473,5.322647,-0.022888184,1.3977051
0.16937256,5.29747,-0.037902832,1.399231
0.16836548,5.3020477,-9.1552734e-05,1.4419556
0.16868591,5.3173065,0.004348755,1.423645
0.17308044,5.2993774,0.006454468,1.4663696
0.16978455,5.309677,4.5776367e-05,1.4480591
0.1599884,5.299759,-0.007369995,1.4816284
0.14804077,5.3092957,0.010848999,1.461792
0.13600159,5.3180695,0.0025177002,1.5045166
0.12602234,5.298996,0.01638794,1.486206
0.12034607,5.305481,0.0050811768,1.524353
0.113342285,5.3230286,-0.01373291,1.512146
0.10542297,5.2970886,-0.011764526,1.5228271
0.09828186,5.303192,-0.008377075,1.574707
0.09150696,5.3188324,-0.028701782,1.5472412
0.0861969,5.298996,-0.014328003,1.5579224
0.078689575,5.304718,-0.019088745,1.5914917
0.07209778,5.318451,-0.04824829,1.5808105
0.062942505,5.298233,-0.042160034,1.6174316
0.04801941,5.3066254,-0.0072784424,1.5975952
0.038497925,5.332184,-0.010940552,1.6220093
0.0342865,5.2993774,0.014968872,1.6525269
0.030258179,5.30777,0.024124146,1.6204834
0.02508545,5.3272247,0.0050811768,1.6540527
0.020370483,5.300522,0.0001373291,1.689148
0.016159058,5.3195953,0.008834839,1.6738892
0.012817383,5.2986145,0.01927185,1.7196655
0.014511108,5.308914,0.01826477,1.7074585
0.017807007,5.315399,0.009017944,1.7028809
0.017532349,5.298996,0.0066375732,1.7486572
0.0119018555,5.3081512,-0.011398315,1.7440796
0.0049438477,5.3173065,0.008010864,1.7410278
0.0024261475,5.298233,-0.011764526,1.7883301
0.0037078857,5.3009033,-0.02027893,1.7623901
0.0053100586,5.3058624,-0.01322937,1.7669678
0.0021514893,5.334854,0.008377075,1.625061
-0.004211426,5.3016663,0.007003784,1.8157959
-0.0071868896,5.309677,0.02192688,1.8127441
-0.011123657,5.321121,0.03437805,1.81427
-0.014694214,5.29747,0.008743286,1.8630981
-0.015930176,5.307007,-0.038406372,1.8539429
-0.012588501,5.2986145,-0.039138794,1.8386841
-0.008010864,5.3050995,-0.041290283,1.8386841
-0.0048065186,5.29747,-0.037857056,1.890564
-0.004714966,5.304718,-0.00077819824,1.8722534
-0.002243042,5.2986145,0.017807007,1.8783569
-0.000869751,5.3073883,0.0075531006,1.9302368
-0.0039367676,5.3150177,-0.0045318604,1.8997192
-0.009841919,5.2993774,-0.021652222,1.914978
-0.011169434,5.3035736,-0.0040740967,1.9607544
-0.01020813,5.3207397,-0.002380371,1.9302368
-0.010299683,5.2986145,0.0075531006,1.9561768
-0.014328003,5.3085327,0.012496948,1.9882202
-0.016799927,5.321884,0.002609253,1.965332
-0.018218994,5.29747,-0.003479004,2.005005
-0.021194458,5.306244,-0.017990112,1.991272
-0.018814087,5.3207397,-0.012771606,1.9973755
-0.012954712,5.2963257,-0.0034332275,2.0370483
-0.009750366,5.3016663,0.0015563965,1.5640259
-0.0055389404,5.3195953,0.0035247803,2.0523071
0.010574341,5.2963257,0.015701294,2.0568848
0.040237427,5.302429,0.0038452148,2.041626
0.07585144,5.3180695,-0.0041656494,2.0645142
0.11274719,5.2963257,0.01121521,2.0980835
0.14630127,5.303192,0.010665894,1.4755249
0.18598938,5.3318024,-0.006362915,2.1102905
0.22654724,5.2963257,0.0064086914,2.0812988
0.25621033,5.3207397,0.001876831,2.1255493
0.26898193,5.3085327,0.0017852783,2.1224976
0.26669312,5.3287506,-0.011123657,2.1743774
0.26568604,5.3035736,-0.006729126,2.156067
0.27388,5.296707,0.021194458,2.154541
0.2837677,5.3180695,0.026275635,2.1835327
0.29969788,5.306244,0.005355835,2.168274
0.33000183,5.2993774,0.012771606,2.168274
0.37019348,5.29747,0.020095825,2.1713257
0.40919495,5.3058624,0.01423645,2.1987915
0.46453857,5.3310394,0.022201538,2.2354126
0.55462646,5.295944,0.026550293,2.2201538
0.6446228,5.3028107,0.0010528564,2.217102
0.6471405,5.3310394,-0.0049438477,2.2445679
0.5504608,5.29747,-0.0012817383,2.2598267
0.42695618,5.3043365,-0.014785767,2.2109985
0.31828308,5.3245544,-0.04119873,2.2384644
0.2243042,5.3016663,-0.038406372,2.2644043
0.16186523,5.302429,-0.04536438,2.2750854
0.15618896,5.314636,-0.047607422,2.2903442
0.2084198,5.298233,-0.036392212,2.2842407
0.2688446,5.304718,-0.024124146,2.2994995
0.2969513,5.3333282,-0.022384644,2.2872925
0.2959442,5.3001404,-0.003250122,2.3040771
0.2756195,5.3073883,-0.001876831,2.3117065
0.2506714,5.3287506,-0.01739502,2.3422241
0.22398376,5.3043365,-0.014099121,2.3269653
0.20613098,5.3237915,0.0065460205,2.3757935
0.19798279,5.300522,-0.013687134,2.3452759
0.20191956,5.311966,0.007736206,2.3864746
0.2074585,5.3009033,-0.016799927,2.3635864
0.19377136,5.3115845,-0.034744263,2.3910522
0.1671753,5.3237915,0.016937256,2.3910522
0.13101196,5.3016663,-0.0034332275,2.4002075
0.0854187,5.3215027,-0.020828247,2.4230957
0.035842896,5.303955,0.00091552734,2.4002075
-0.010803223,5.3207397,0.015838623,2.406311
-0.046554565,5.3020477,-0.010574341,2.4551392
-0.06802368,5.3081512,-0.01625061,2.418518
-0.07850647,5.301285,-0.0051727295,2.4490356
-0.07992554,5.308914,0.028152466,2.4398804
-0.0761261,5.3260803,0.0021514893,2.458191
-0.07594299,5.302429,0.010803223,2.4795532
-0.07978821,5.3150177,0.047561646,2.4520874
-0.083999634,5.3230286,0.055114746,2.4719238
-0.09159851,5.277252,0.016799927,2.4795532
-0.10157776,5.313492,-0.02128601,2.4795532
-0.108078,5.3020477,-0.041152954,2.4902344
-0.1129303,5.3092957,-0.046325684,2.5238037
-0.11695862,5.321121,-0.029800415,2.3040771
-0.12226868,5.3016663,-0.008834839,2.5054932
-0.12345886,5.3085327,0.009109497,2.5283813
-0.12409973,5.3310394,-0.0049438477,2.5360107
-0.12657166,5.308914,0.010848999,2.5222778
-0.12904358,5.319214,0.024124146,2.571106
-0.12767029,5.3016663,0.012954712,2.5497437
-0.12748718,5.3142548,0.008377075,2.5802612
-0.12872314,5.301285,0.02041626,2.5497437
-0.12748718,5.3115845,0.003250122,2.558899
-0.12638855,5.3009033,-0.010757446,2.5222778
-0.12245178,5.3058624,-0.004211426,2.558899
-0.12281799,5.3009033,-0.0033874512,2.5741577
-0.12483215,5.3043365,0.013458252,2.5772095
-0.12776184,5.321121,-0.00032043457,2.6260376
-0.12799072,5.3009033,-0.00032043457,2.5939941
-0.1282196,5.3085327,-0.0069122314,2.5863647
-0.1264801,5.3230286,-0.009475708,2.6229858
-0.12904358,5.303955,-0.007736206,2.6000977
-0.13494873,5.3173065,0.00032043457,2.59552
-0.1355896,5.299759,-0.021514893,2.619934
-0.13760376,5.304718,-0.008972168,2.6290894
-0.1408081,5.322647,-0.015335083,2.6351929
-0.13710022,5.306244,-0.0049438477,2.6290894
-0.13041687,5.316925,-0.008285522,2.6351929
-0.123916626,5.2993774,0.004348755,2.6306152
-0.11627197,5.3066254,-0.009933472,2.6687622
-0.11036682,5.3001404,0.008651733,2.6504517
-0.10533142,5.303955,-0.0045318604,2.6763916
-0.10272217,5.3150177,-0.010391235,2.684021
-0.101760864,5.3001404,0.0015106201,2.2201538
-0.0995636,5.300522,0.0029754639,2.6626587
-0.0987854,5.3081512,0.003250122,2.6672363
-0.09965515,5.311203,-0.0010070801,2.6672363
-0.10308838,5.3302765,-0.012954712,2.6626587
-0.10574341,5.3035736,-0.0057678223,2.6687622
-0.10958862,5.3115845,-0.004348755,2.684021
-0.11567688,5.2993774,-0.014785767,2.684021
-0.12062073,5.3050995,0.023483276,2.6885986
-0.12625122,5.3203583,0.024032593,2.7404785
-0.12812805,5.300522,0.0040740967,2.6931763
-0.12565613,5.303955,0.0075531006,2.6931763
-0.12249756,5.311966,-0.012039185,2.7023315
-0.120162964,5.29747,-0.0259552,2.7130127
-0.116867065,5.30777,-0.03552246,2.3773193
-0.115448,5.3123474,-0.010803223,2.7175903
-0.115356445,5.299759,0.0032043457,2.7450562
-0.11531067,5.303192,-0.005355835,2.6687622
-0.11773682,5.311203,-0.01121521,2.7175903
-0.12062073,5.300522,0.011306763,2.758789
-0.118927,5.3001404,-0.00077819824,2.7236938
-0.11027527,5.309677,-0.0020141602,2.7450562
-0.1005249,5.3260803,-0.0019683838,2.7175903
-0.09352112,5.298996,0.012771606,2.7282715
-0.08830261,5.309677,-0.0059051514,2.7786255
-0.08189392,5.298233,-0.00018310547,2.7404785
-0.07585144,5.3035736,-0.015151978,2.7359009
-0.0745697,5.3272247,-0.03492737,2.7450562
-0.07131958,5.3009033,-0.026275635,2.760315
-0.068344116,5.3058624,0.0030670166,2.7938843
-0.07008362,5.324173,0.009338379,2.217102
-0.072006226,5.2986145,0.021057129,2.7557373
-0.074661255,5.3035736,0.022476196,2.7816772
-0.0753479,5.3142548,0.0068206787,2.7816772
-0.07635498,5.299759,0.0076446533,2.760315
-0.076309204,5.306244,0.010482788,2.784729
-0.07397461,5.3001404,-0.0066375732,2.7618408
-0.07319641,5.3058624,-0.0059051514,2.796936
-0.07337952,5.298996,-0.013000488,2.7572632
-0.0718689,5.3035736,-0.002243042,2.772522
-0.070632935,5.312729,0.015426636,2.8060913
-0.06587219,5.298996,-0.0029754639,2.772522
-0.056854248,5.3131104,-0.0037994385,2.7648926
-0.050582886,5.299759,-0.0046691895,2.7694702
-0.04852295,5.3035736,-0.010299683,2.7816772
-0.05067444,5.304718,-0.015335083,2.7694702
-0.051956177,5.3123474,-0.027236938,2.809143
-0.053375244,5.3016663,-0.032455444,2.7664185
-0.05278015,5.2993774,-0.0063171387,2.7633667
-0.050857544,5.304718,0.009109497,2.809143
-0.04875183,5.3318024,0.017669678,2.7786255
-0.04788208,5.3009033,-0.007232666,2.7694702
-0.047836304,5.3081512,0.0096588135,2.8060913
-0.052322388,5.3001404,0.014282227,2.7908325
-0.05241394,5.2993774,-0.0053100586,2.7633667
-0.048934937,5.3073883,-0.0015106201,2.8060913
-0.0460968,5.3295135,0.01373291,2.772522
-0.048065186,5.301285,0.014694214,2.7694702
-0.053329468,5.3157806,0.009613037,2.7755737
-0.059829712,5.3020477,-0.004623413,2.8137207
-0.06349182,5.311966,-0.014831543,2.7679443
-0.06665039,5.2993774,-0.0049438477,2.7664185
-0.06793213,5.3043365,-0.014602661,2.7938843
-0.06852722,5.301285,-0.0050811768,2.7648926
-0.069992065,5.3043365,-0.018630981,2.7786255
-0.07255554,5.299759,-0.012954712,2.7908325
-0.07525635,5.3058624,0.013183594,2.7694702
-0.07676697,5.2993774,0.018493652,2.8015137
-0.08143616,5.3058624,0.024261475,2.784729
-0.08280945,5.2993774,0.026687622,2.7557373
-0.08326721,5.303192,0.024124146,2.784729
-0.081207275,5.318451,-0.013366699,2.7572632
-0.07722473,5.299759,-0.05177307,2.7801514
-0.07891846,5.3058624,-0.03753662,2.748108
-0.08244324,5.3165436,-0.037902832,2.7694702
-0.080703735,5.2993774,-0.021194458,2.4246216
-0.07383728,5.31044,0.014877319,2.7572632
-0.06742859,5.334091,0.004852295,2.7450562
-0.06944275,5.3066254,0.021102905,2.7359009
-0.07557678,5.3157806,0.014877319,2.7816772
-0.0786438,5.3009033,0.020004272,2.7297974
-0.076812744,5.3058624,0.0035247803,2.7420044
-0.07548523,5.3207397,-0.011352539,2.7816772
-0.075027466,5.3009033,-0.0062713623,2.7359009
-0.072647095,5.311966,-0.035705566,2.7526855
-0.06971741,5.300522,-0.027053833,2.7236938
-0.065963745,5.307007,-0.024719238,2.7648926
-0.06060791,5.3173065,-0.013595581,2.7236938
-0.057678223,5.300522,0.0079193115,2.7175903
-0.06010437,5.31044,0.0055389404,2.708435
-0.06513977,5.3142548,-0.0029296875,2.7038574
-0.06674194,5.3016663,-0.0044403076,2.7114868
